Sample Collection Date,Sample ID No.,Host Group,Host Species,Sample Location - County,Sample Location - State,Sample Location - Site,Isolate_ID_No.,Genbank,CFU,Fungus Classification - Phylum,Fungus Classification - Class,Fungus Classification - Order,Fungus Classification - Family,Fungus Classification -Genus,Fungus Classification - Species,OTU (cluster)
20140328,44769-04,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_04_1LNA,MK794052,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-06,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_06_1LNA,MK794053,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-08,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_08_1LNA,MK794054,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-09,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_09_1SD,MK794055,2,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,parvispora,cluster58
20140328,44769-10,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_10_1LNA,MK794056,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-13,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_13_1LNA,MK794057,20,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-14,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_14_1LNA,MK794058,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-16,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_16_1LNA,MK794059,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-17,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_17_1LNA,MK794060,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-17,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_17_1SD,MK794061,4,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20140328,44769-18,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_18_1LNA,MK794062,10,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-18,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_18_1SD,MK794063,63,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20140328,44769-19,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_19_1LNA,MK794064,50,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-20,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_20_1LNA,MK794065,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-21,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_21_1DTM,MK794066,1,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,NA,cluster36
20140328,44769-21,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_21_1LNA,MK794067,20,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-22,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_22_1LNA,MK794068,5,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-23,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_23_1LNA,MK794069,20,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-24,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_24_1LNA,MK794070,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-25,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_25_1LNA,MK794071,75,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20140328,44769-25,Susceptible,Myotis lucifugus,Grant,WI,WI3,44769_25_1SD,MK794072,46,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150115,44797-032,unassigned,Myotis lucifugus,Hamilton,NY,NY1,44797_032_1SD,MK794073,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150115,44797-032,unassigned,Myotis lucifugus,Hamilton,NY,NY1,44797_032_2SD,MK794074,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-033,unassigned,Myotis lucifugus,Hamilton,NY,NY1,44797_033_1SD,MK794075,59,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-034,unassigned,Myotis lucifugus,Hamilton,NY,NY1,44797_034_1SD,MK794076,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-035,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_035_1LNA,MK794077,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150115,44797-035,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_035_1SD,MK794078,6,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-035,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_035_2SD,MK794079,2,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Gamsia,NA,cluster78
20150115,44797-036,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_036_1DTM,MK794080,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,NA,cluster55
20150115,44797-036,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_036_2DTM,MK794081,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-036,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_036_2SD,MK794082,17,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-036,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_036_3SD,MK794083,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150115,44797-037,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_037_1SD,MK794084,51,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-038,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_038_1SD,MK794085,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,roseus,cluster9
20150115,44797-038,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_038_2SD,MK794086,18,Basidiomycota,Tremellomycetes,Holtermanniales,incertae sedis,Holtermanniella,takashimae,cluster73
20150115,44797-038,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_038_3SD,MK794087,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-039,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_039_2SD,MK794088,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-040,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_040_2SD,MK794089,7,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-041,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_041_1SD,MK794090,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-042,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_042_1DTM,MK794091,1,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
20150115,44797-042,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_042_1SD,MK794092,7,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
20150115,44797-042,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_042_3SD,MK794093,35,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-043,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_043_1SD,MK794094,53,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-044,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_044_1DTM,MK794095,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150115,44797-044,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_044_1SD,MK794096,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150115,44797-044,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_044_2SD,MK794097,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-045,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_045_1SD,MK794098,10,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-046,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_046_1SD,MK794099,25,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-047,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_047_1SD,MK794100,62,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-048,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_048_1SD,MK794101,5,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-048,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_048_2SD,MK794102,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150115,44797-048,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_048_3SD,MK794103,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-049,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_049_1DTM,MK794104,1,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster1
20150115,44797-049,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_049_1SD,MK794105,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-050,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_050_1DTM,MK794106,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150115,44797-050,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_050_1SD,MK794107,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150115,44797-050,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_050_2SD,MK794108,16,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-051,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_051_1SD,MK794109,6,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,phyllophila,cluster68
20150115,44797-051,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_051_2SD,MK794110,33,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-052,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_052_1SD,MK794111,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-053,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_053_1SD,MK794112,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150115,44797-053,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_053_2SD,MK794113,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-054,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_054_1SD,MK794114,101,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-055,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_055_1SD,MK794115,10,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-056,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_056_1SD,MK794116,33,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-057,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_057_1SD,MK794117,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,NA,cluster56
20150115,44797-057,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_057_2SD,MK794118,13,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-058,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_058_1SD,MK794119,13,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-059,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_059_1SD,MK794120,12,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-060,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_060_1SD,MK794121,7,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-061,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_061_1SD,MK794122,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-061,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_061_2SD,MK794123,67,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150115,44797-061,unassigned,Myotis lucifugusny,Hamilton,NY,NY1,44797_061_3SD,MK794124,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-062,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_062_1LNA,MK794125,2,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,NA,cluster36
20150224,44797-062,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_062_1SD,MK794126,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150224,44797-062,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_062_2LNA,MK794127,2,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,NA,cluster49
20150224,44797-062,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_062_2SD,MK794128,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-062,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_062_3SD,MK794129,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-063,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_063_1SD,MK794130,18,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-064,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_064_1LNA,MK794131,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-064,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_064_1SD,MK794132,6,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,glandicola,cluster24
20150224,44797-064,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_064_2LNA,MK794133,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,cluster11
20150224,44797-064,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_064_2SD,MK794134,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-064,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_064_3SD,MK794135,3,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
20150224,44797-065,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_065_1DTM,MK794136,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-065,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_065_1SD,MK794137,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-065,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_065_2DTM,MK794138,15,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-065,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_065_2SD,MK794139,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-065,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_065_3SD,MK794140,19,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-065,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_065_4SD,MK794141,3,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA,cluster0
20150224,44797-066,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_066_1DTM,MK794142,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-066,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_066_1SD,MK794143,6,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-066,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_066_2DTM,MK794144,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,guehoae,cluster140
20150224,44797-066,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_066_2SD,MK794145,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-066,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_066_3SD,MK794146,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-067,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_067_1DTM,MK794147,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150224,44797-067,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_067_1SD,MK794148,6,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,flavescens,cluster182
20150224,44797-067,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_067_2SD,MK794149,7,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Guehomyces,pullulans,cluster114
20150224,44797-067,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_067_3SD,MK794150,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150224,44797-067,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_067_4SD,MK794151,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-068,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_068_1DTM,MK794152,4,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-068,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_068_1SD,MK794153,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150224,44797-068,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_068_2DTM,MK794154,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
20150224,44797-068,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_068_2SD,MK794155,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-069,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_069_1DTM,MK794156,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-069,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_069_1SD,MK794157,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150224,44797-069,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_069_2DTM,MK794158,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-069,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_069_2SD,MK794159,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-069,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_069_3DTM,MK794160,13,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
20150224,44797-070,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_070_1LNA,MK794161,1,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,NA,cluster19
20150224,44797-070,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_070_1SD,MK794162,500,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-071,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_071_1SD,MK794163,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150224,44797-071,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_071_2SD,MK794164,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-071,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_071_3SD,MK794165,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-071,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_071_4SD,MK794166,15,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-072,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_072_1DTM,MK794167,9,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-072,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_072_1SD,MK794168,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,cluster24
20150224,44797-072,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_072_2SD,MK794169,505,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-072,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_072_3DTM,MK794170,50,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
20150224,44797-072,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_072_3SD,MK794171,6,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-073,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_073_1DTM,MK794172,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
20150224,44797-073,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_073_1SD,MK794173,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
20150224,44797-073,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_073_2SD,MK794174,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
20150224,44797-073,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_073_3SD,MK794175,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster48
20150224,44797-073,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_073_3SD(2),MK794176,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-074,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_074_1DTM,MK794177,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
20150224,44797-074,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_074_1SD,MK794178,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,NA,cluster2
20150224,44797-074,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_074_2SD,MK794179,1,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA,cluster0
20150224,44797-074,Tolerant,Myotis sodalis,Shannon,MO,MO1,44797_074_3SD,MK794180,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
20150224,44797-075,Susceptible,Perimyotis subflavus,Shannon,MO,MO1,44797_075_1SD,MK794181,25,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
