,Sample Collection Date,Sample ID No.,Host Species,Sample Location - County,Sample Location - State,Sample Location - Site,Isolate_ID_No.,Genbank,CFU,Fungus Classification - Phylum,Fungus Classification - Class,Fungus Classification - Order,Fungus Classification - Family,Fungus Classification -Genus,Fungus Classification - Species,OTU (cluster)
704,20150223,44797-176,Perimyotis subflavus,Covington,AL,AL3,44797_176_1LNA,MK794489,7,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,,cluster49
705,20150223,44797-176,Perimyotis subflavus,Covington,AL,AL3,44797_176_2SD,MK794490,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
706,20150223,44797-177,Myotis austroriparius,Covington,AL,AL3,44797_177_1SD,MK794491,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
707,20150223,44797-177,Myotis austroriparius,Covington,AL,AL3,44797_177_2SD,MK794492,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,toxicarium,cluster41
708,20150223,44797-178,Myotis austroriparius,Covington,AL,AL3,44797_178_1SD,MK794493,3,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
709,20150223,44797-178,Myotis austroriparius,Covington,AL,AL3,44797_178_2SD,MK794494,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
710,20150223,44797-180,Myotis austroriparius,Covington,AL,AL3,44797_180_1SD,MK794495,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
711,20150223,44797-181,Myotis austroriparius,Covington,AL,AL3,44797_181_1SD,MK794496,22,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,macerans,cluster130
712,20150223,44797-181,Myotis austroriparius,Covington,AL,AL3,44797_181_2SD,MK794497,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
713,20150223,44797-183,Myotis austroriparius,Covington,AL,AL3,44797_183_1DTM,MK794498,1,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,muscarium,cluster180
714,20150223,44797-183,Myotis austroriparius,Covington,AL,AL3,44797_183_1SD,MK794499,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
715,20150223,44797-185,Myotis austroriparius,Covington,AL,AL3,44797_185_1SD,MK794500,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
716,20150223,44797-187,Myotis austroriparius,Covington,AL,AL3,44797_187_1LNA,MK794501,1,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,,cluster136
717,20150223,44797-187,Myotis austroriparius,Covington,AL,AL3,44797_187_1SD,MK794502,86,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
718,20150223,44797-188,Myotis austroriparius,Covington,AL,AL3,44797_188_1DTM,MK794503,1,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,inflata,cluster53
719,20150223,44797-188,Myotis austroriparius,Covington,AL,AL3,44797_188_1SD,MK794504,28,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,,,cluster85
720,20150223,44797-188,Myotis austroriparius,Covington,AL,AL3,44797_188_2SD,MK794505,46,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
721,20150223,44797-189,Myotis austroriparius,Covington,AL,AL3,44797_189_1SD,MK794506,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
722,20150310,44797-190,Myotis austroriparius,Jackson,AL,AL4,44797_190_1SD,MK794507,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
723,20150310,44797-190,Myotis austroriparius,Jackson,AL,AL4,44797_190_2SD,MK794508,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
724,20150310,44797-190,Myotis austroriparius,Jackson,AL,AL4,44797_190_3SD,MK794509,13,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,,cluster0
725,20150310,44797-191,Myotis austroriparius,Jackson,AL,AL4,44797_191_1DTM,MK794510,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
726,20150310,44797-191,Myotis austroriparius,Jackson,AL,AL4,44797_191_1LNA,MK794511,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
727,20150310,44797-191,Myotis austroriparius,Jackson,AL,AL4,44797_191_1SD,MK794512,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
728,20150310,44797-191,Myotis austroriparius,Jackson,AL,AL4,44797_191_2SD,MK794513,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
729,20150310,44797-191,Myotis austroriparius,Jackson,AL,AL4,44797_191_3SD,MK794514,12,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
730,20150310,44797-192,Myotis austroriparius,Jackson,AL,AL4,44797_192_1SD,MK794515,35,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
731,20150310,44797-193,Myotis austroriparius,Jackson,AL,AL4,44797_193_1DTM,MK794516,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
732,20150310,44797-193,Myotis austroriparius,Jackson,AL,AL4,44797_193_1SD,MK794517,2,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
733,20150310,44797-193,Myotis austroriparius,Jackson,AL,AL4,44797_193_2DTM,MK794518,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
734,20150310,44797-193,Myotis austroriparius,Jackson,AL,AL4,44797_193_2SD,MK794519,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
735,20150310,44797-193,Myotis austroriparius,Jackson,AL,AL4,44797_193_3SD,MK794520,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
736,20150310,44797-194,Myotis austroriparius,Jackson,AL,AL4,44797_194_1DTM,MK794521,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
737,20150310,44797-194,Myotis austroriparius,Jackson,AL,AL4,44797_194_1LNA,MK794522,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
738,20150310,44797-194,Myotis austroriparius,Jackson,AL,AL4,44797_194_1SD,MK794523,9,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
739,20150310,44797-194,Myotis austroriparius,Jackson,AL,AL4,44797_194_2SD,MK794524,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
740,20150310,44797-195,Myotis austroriparius,Jackson,AL,AL4,44797_195_1LNA,MK794525,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
741,20150310,44797-195,Myotis austroriparius,Jackson,AL,AL4,44797_195_1SD,MK794526,13,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
742,20150310,44797-195,Myotis austroriparius,Jackson,AL,AL4,44797_195_2SD,MK794527,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
743,20150310,44797-195,Myotis austroriparius,Jackson,AL,AL4,44797_195_3SD,MK794528,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
744,20150310,44797-196,Myotis austroriparius,Jackson,AL,AL4,44797_196_1SD,MK794529,2,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,,cluster113
745,20150310,44797-196,Myotis austroriparius,Jackson,AL,AL4,44797_196_2SD,MK794530,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
746,20150310,44797-197,Myotis austroriparius,Jackson,AL,AL4,44797_197_1SD,MK794531,4,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
747,20150310,44797-197,Myotis austroriparius,Jackson,AL,AL4,44797_197_2SD,MK794532,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
748,20160128,45704-142,Eptesicus fuscus,Centre,PA,PA1,45704_142_0DTM,MK794533,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
749,20160128,45704-142,Eptesicus fuscus,Centre,PA,PA1,45704_142_0LNA,MK794534,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
750,20160128,45704-142,Eptesicus fuscus,Centre,PA,PA1,45704_142_1DTM,MK794535,1,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Cryptendoxyla,hypophloia,cluster67
751,20160128,45704-142,Eptesicus fuscus,Centre,PA,PA1,45704_142_1SD,MK794536,60,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
752,20160128,45704-142,Eptesicus fuscus,Centre,PA,PA1,45704_142_2SD,MK794537,2,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,,cluster0
753,20160128,45704-142,Eptesicus fuscus,Centre,PA,PA1,45704_142_3SD,MK794538,30,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
754,20160128,45704-142,Eptesicus fuscus,Centre,PA,PA1,45704_142_4SD,MK794539,1,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Acaulium,caviariforme,cluster57
755,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_0DTM,MK794540,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster25
756,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_0LNA,MK794541,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,carmichaelii,cluster95
757,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_1LNA,,1,Ascomycota,Sordariomycetes,Microascales,incertae sedis,Wardomyces,humicola,cluster79
758,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_1SD,MK794542,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster26
759,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_2SD,MK794543,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
760,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_4aSD,MK794544,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
761,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_4SD,MK794545,23,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
762,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_6SD,MK794546,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
763,20160128,45704-144,Myotis leibii,Centre,PA,PA1,45704_144_7SD,MK794547,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster25
764,20160128,45704-146,Myotis leibii,Centre,PA,PA1,45704_146_0LNA,MK794548,1,Ascomycota,Eurotiomycetes,Onygenales,,,,cluster166
765,20160128,45704-146,Myotis leibii,Centre,PA,PA1,45704_146_0SD,MK794549,1,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,,,cluster148
766,20160128,45704-146,Myotis leibii,Centre,PA,PA1,45704_146_1SD,MK794550,5,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
767,20160226,45704-161,Myotis leibii,Fayette,PA,PA2,45704_161_0DTM,MK794551,2,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
768,20170128,46372-1303,Perimyotis subflavus,Woodward,OK,OK1,46372_1303_0SD,,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,vallenarense,cluster200
769,20170128,46372-1304,Perimyotis subflavus,Woodward,OK,OK1,46372_1304_1SD,,100,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,,cluster43
770,20170128,46372-1306,Perimyotis subflavus,Woodward,OK,OK1,46372_1306_0SD,MK794552,1,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,cluster156
771,20170128,46372-1308,Perimyotis subflavus,Woodward,OK,OK1,46372_1308_0LNA,,1,Ascomycota,Eurotiomycetes,,,,,cluster201
772,20170128,46372-1309,Perimyotis subflavus,Woodward,OK,OK1,46372_1309_0SD,MK794553,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster48
773,20170128,46372-1310,Perimyotis subflavus,Woodward,OK,OK1,46372_1310_1SD,MK794554,9,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
774,20170315,46373-1357,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1357_0DPYA,MK794555,7,Ascomycota,Eurotiomycetes,Onygenales,,,,cluster103
775,20170315,46373-1357,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1357_1LNA,MK794556,2,Ascomycota,Eurotiomycetes,Onygenales,,,,cluster103
776,20170315,46373-1358,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1358_2DPYA,MK794557,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,alpina,cluster172
777,20170315,46373-1360,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1360_1LNA,MK794558,13,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
778,20170315,46373-1363,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1363_1LNA,MK794559,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
779,20170315,46373-1364,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1364_1DPYA,MK794560,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
780,20170315,46373-1367,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1367_1LNA,MK794561,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
781,20170315,46373-1368,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1368_0DPYA,MK794562,7,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
782,20170315,46373-1369,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1369_1LNA,MK794563,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
783,20170315,46373-1374,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1374_0SD,MK794564,1,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,leptobactrum,cluster107
784,20170315,46373-1374,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1374_1SD,MK794565,2,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,pini,cluster174
785,20170315,46373-1375,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1375_1DPYA,MK794566,1,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,,,cluster83
786,20170315,46373-1375,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1375_1LNA,MK794567,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
787,20170315,46373-1376,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1376_0SD,MK794568,1,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Neopestalotiopsis,,cluster121
788,20170315,46373-1379,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1379_0LNA,MK794569,1,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,stellatum,cluster179
789,20170315,46373-1381,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1381_1DPYA,MK794570,1,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Mollisia,,cluster84
790,20170315,46373-1381,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1381_1SD,MK794571,1,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,subtropicum,cluster35
791,20170315,46373-1381,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1381_2SD,MK794572,7,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,,cluster91
792,20170315,46373-1381,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1381_4DPYA,MK794573,8,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
793,20170315,46373-1384,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1384_1DPYA,MK794574,15,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
794,20170315,46373-1384,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1384_2LNA,MK794575,1,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,,cluster167
795,20170315,46373-1384,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1384_3LNA,MK794576,75,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
796,20170315,46373-1387,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1387_1DPYA,MK794577,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
797,20170315,46373-1388,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1388_1DPYA,MK794578,34,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,,cluster43
798,20170315,46373-1388,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1388_1SD,MK794579,11,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,,cluster43
799,20170315,46373-1388,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1388_2DPYA,MK794580,13,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,slooffiae,cluster74
800,20170315,46373-1388,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1388_2LNA,MK794581,20,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,,cluster43
801,20170315,46373-1388,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1388_3LNA,MK794582,2,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,brumptii,cluster181
802,20170315,46373-1388,Corynorhinus rafinesquii,Columbia,AR,AR1,46373_1388_4LNA,MK794583,2,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,slooffiae,cluster74
803,20170315,46373-1392,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1392_0DPYA,MK794584,1,Ascomycota,Eurotiomycetes,Onygenales,,,,cluster103
804,20170315,46373-1399,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1399_1DPYA,MK794585,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
805,20170315,46373-1399,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1399_1LNA,MK794586,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
806,20170315,46373-1399,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1399_1SD,MK794587,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
807,20170315,46373-1399,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1399_2DPYA,MK794588,1,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,pinicola,cluster131
808,20170315,46373-1399,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1399_2SD,MK794589,1,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,,cluster177
809,20170315,46373-1399,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1399_3SD,MK794590,1,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Retiarius,,cluster33
810,20170315,46373-1399,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1399_4SD,MK794591,1,Ascomycota,Leotiomycetes,Helotiales,,,,cluster118
811,20170315,46373-1404,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1404_1DPYA,MK794592,2,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,clonocystis,cluster14
812,20170315,46373-1404,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1404_1LNA,MK794593,2,Basidiomycota,Cystobasidiomycetes,incertae sedis,Symmetrosporaceae,Symmetrospora,coprosmae,cluster165
813,20170315,46373-1404,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1404_2DPYA,MK794594,3,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,pinicola,cluster131
814,20170315,46373-1404,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1404_2LNA,MK794595,1,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
815,20170315,46373-1404,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1404_2SD,MK794596,5,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
816,20170315,46373-1404,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1404_3DPYA,MK794597,1,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,hasegawianum,cluster188
817,20170315,46373-1404,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1404_3LNA,MK794598,2,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,pinicola,cluster131
818,20170315,46373-1405,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1405_1LNA,MK794599,1,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,cylindrosporum,cluster35
819,20170315,46373-1405,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1405_1SD,MK794600,2,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,heveanensis,cluster190
820,20170315,46373-1406,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1406_1DPYA,MK794601,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
821,20170315,46373-1406,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1406_1LNA,MK794602,17,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
822,20170315,46373-1406,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1406_1SD,MK794603,1,Ascomycota,Leotiomycetes,Helotiales,,,,cluster145
823,20170315,46373-1406,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1406_2DPYA,MK794604,1,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,magnum,cluster4
824,20170315,46373-1406,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1406_2LNA,MK794605,1,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,magnum,cluster4
825,20170315,46373-1406,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1406_3LNA,MK794606,1,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,slooffiae,cluster74
826,20170315,46373-1407,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1407_1DPYA,MK794607,3,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,aeria,cluster189
827,20170315,46373-1407,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1407_1LNA,MK794608,1,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,slooffiae,cluster74
828,20170315,46373-1407,Corynorhinus rafinesquii,Columbia,AR,AR2,46373_1407_1SD,MK794609,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,corylophilum,cluster61
829,20170327,46380-1415,Myotis lucifugus,Pierce ,WI,WI9,46380_1415_1SD,MK794610,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,cluster72
830,20170327,46380-1415,Myotis lucifugus,Pierce ,WI,WI9,46380_1415_2LNA,MK794611,2,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,magnum,cluster4
831,20170327,46380-1420,Myotis lucifugus,Pierce ,WI,WI9,46380_1420_1SD,MK794612,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
832,20170327,46380-1421,Myotis lucifugus,Pierce ,WI,WI9,46380_1421_2SD,MK794613,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
833,20170327,46380-1422,Myotis lucifugus,Pierce ,WI,WI9,46380_1422_1SD,MK794614,1,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,dichotoma,cluster104
834,20150218,44797-081,Perimyotis subflavus,Iowa,WI,WI7,,,no fungi isolated,,,,,,,
835,20170128,46372-1301,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
836,20170128,46372-1302,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
837,20170128,46372-1305,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
838,20170128,46372-1307,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
839,20170128,46372-1311,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
840,20170128,46372-1312,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
841,20170128,46372-1313,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
842,20170128,46372-1315,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
843,20170128,46372-1316,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
844,20170128,46372-1317,Perimyotis subflavus,Woodward,OK,OK1,,,no fungi isolated,,,,,,,
